instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_bin,hour_bin,cnt_bin
7050,2011-10-26,Winter,2011,October,8,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.67,0.194,26,438,464,sejuk,pagi,rendah
7051,2011-10-26,Winter,2011,October,9,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.63,0.2239,14,226,240,sejuk,pagi,rendah
7052,2011-10-26,Winter,2011,October,10,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.62,0.2537,26,105,131,sejuk,pagi,rendah
7053,2011-10-26,Winter,2011,October,11,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.59,0.3284,23,132,155,sejuk,siang,rendah
7054,2011-10-26,Winter,2011,October,12,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.58,0.5455,0.53,0.2239,39,155,194,sejuk,siang,rendah
7055,2011-10-26,Winter,2011,October,13,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.56,0.5303,0.6,0.1045,20,62,82,sejuk,siang,rendah
7056,2011-10-26,Winter,2011,October,14,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.77,0.0,14,52,66,sejuk,siang,rendah
7057,2011-10-26,Winter,2011,October,15,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.77,0.0,11,59,70,sejuk,siang,rendah
7058,2011-10-26,Winter,2011,October,16,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.77,0.0896,17,196,213,sejuk,siang,rendah
7059,2011-10-26,Winter,2011,October,17,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.77,0.1045,40,414,454,sejuk,sore,rendah
7060,2011-10-26,Winter,2011,October,18,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.77,0.1642,55,398,453,sejuk,sore,rendah
7061,2011-10-26,Winter,2011,October,19,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.82,0.0,25,306,331,sejuk,malam,rendah
7062,2011-10-26,Winter,2011,October,20,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.88,0.0,27,180,207,sejuk,malam,rendah
7063,2011-10-26,Winter,2011,October,21,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.77,0.0,17,140,157,sejuk,malam,rendah
7064,2011-10-26,Winter,2011,October,22,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.88,0.0896,23,112,135,sejuk,malam,rendah
7065,2011-10-26,Winter,2011,October,23,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.88,0.0896,3,72,75,sejuk,malam,rendah
7066,2011-10-27,Winter,2011,October,0,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.94,0.0,3,23,26,sejuk,subuh,rendah
7067,2011-10-27,Winter,2011,October,1,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.94,0.0,2,9,11,sejuk,subuh,rendah
7068,2011-10-27,Winter,2011,October,2,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.0,3,5,8,sejuk,subuh,rendah
7069,2011-10-27,Winter,2011,October,3,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.0,1,3,4,sejuk,subuh,rendah
7070,2011-10-27,Winter,2011,October,4,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.48,0.4697,0.88,0.0,1,3,4,sejuk,subuh,rendah
7071,2011-10-27,Winter,2011,October,5,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.48,0.4697,0.88,0.0896,1,14,15,sejuk,subuh,rendah
7072,2011-10-27,Winter,2011,October,6,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.5,0.4848,0.82,0.0,4,42,46,sejuk,subuh,rendah
7073,2011-10-27,Winter,2011,October,7,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.94,0.0896,9,128,137,sejuk,pagi,rendah
7074,2011-10-27,Winter,2011,October,8,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.48,0.4697,0.88,0.194,12,304,316,sejuk,pagi,rendah
7075,2011-10-27,Winter,2011,October,9,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.82,0.1642,16,155,171,sejuk,pagi,rendah
7076,2011-10-27,Winter,2011,October,10,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.5,0.4848,0.88,0.194,10,52,62,sejuk,pagi,rendah
7077,2011-10-27,Winter,2011,October,11,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.5,0.4848,0.88,0.1343,8,44,52,sejuk,siang,rendah
7078,2011-10-27,Winter,2011,October,12,No,Friday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.5,0.4848,0.88,0.1343,8,45,53,sejuk,siang,rendah
7079,2011-10-27,Winter,2011,October,13,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.88,0.1642,10,64,74,sejuk,siang,rendah
7080,2011-10-27,Winter,2011,October,14,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.0,16,76,92,sejuk,siang,rendah
7081,2011-10-27,Winter,2011,October,15,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.1045,12,95,107,sejuk,siang,rendah
7082,2011-10-27,Winter,2011,October,16,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.73,0.1642,14,193,207,sejuk,siang,rendah
7083,2011-10-27,Winter,2011,October,17,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.72,0.4627,31,291,322,sejuk,sore,rendah
7084,2011-10-27,Winter,2011,October,18,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.67,0.4627,14,226,240,sejuk,sore,rendah
7085,2011-10-27,Winter,2011,October,19,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.67,0.4627,19,200,219,sejuk,malam,rendah
7086,2011-10-27,Winter,2011,October,20,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.67,0.4925,11,171,182,sejuk,malam,rendah
7087,2011-10-27,Winter,2011,October,21,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.5224,13,119,132,sejuk,malam,rendah
7088,2011-10-27,Winter,2011,October,22,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.36,0.3182,0.66,0.4925,14,97,111,sejuk,malam,rendah
7089,2011-10-27,Winter,2011,October,23,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.34,0.303,0.61,0.4179,8,60,68,sejuk,malam,rendah
7090,2011-10-28,Winter,2011,October,0,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.34,0.3182,0.66,0.2537,4,40,44,sejuk,subuh,rendah
7091,2011-10-28,Winter,2011,October,1,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.66,0.2537,7,9,16,sejuk,subuh,rendah
7092,2011-10-28,Winter,2011,October,2,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.66,0.2836,1,3,4,sejuk,subuh,rendah
7093,2011-10-28,Winter,2011,October,3,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.3,0.2879,0.7,0.2836,4,4,8,dingin,subuh,rendah
7094,2011-10-28,Winter,2011,October,4,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.3,0.2879,0.65,0.2836,5,5,10,dingin,subuh,rendah
7095,2011-10-28,Winter,2011,October,5,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.2879,0.61,0.2537,0,25,25,dingin,subuh,rendah
7096,2011-10-28,Winter,2011,October,6,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.28,0.2727,0.65,0.2537,1,74,75,dingin,subuh,rendah
7097,2011-10-28,Winter,2011,October,7,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.28,0.2727,0.65,0.2537,6,199,205,dingin,pagi,rendah
7098,2011-10-28,Winter,2011,October,8,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.3,0.2879,0.61,0.2836,13,361,374,dingin,pagi,rendah
7099,2011-10-28,Winter,2011,October,9,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.32,0.303,0.57,0.2239,19,210,229,sejuk,pagi,rendah
7100,2011-10-28,Winter,2011,October,10,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.34,0.3182,0.57,0.2239,28,102,130,sejuk,pagi,rendah
7101,2011-10-28,Winter,2011,October,11,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.5,0.2239,40,128,168,sejuk,siang,rendah
7102,2011-10-28,Winter,2011,October,12,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.4,0.1642,46,167,213,sejuk,siang,rendah
7103,2011-10-28,Winter,2011,October,13,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.42,0.2239,43,185,228,sejuk,siang,rendah
7104,2011-10-28,Winter,2011,October,14,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.46,0.194,33,152,185,sejuk,siang,rendah
7105,2011-10-28,Winter,2011,October,15,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.43,0.2537,44,171,215,sejuk,siang,rendah
7106,2011-10-28,Winter,2011,October,16,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.46,0.1642,46,262,308,sejuk,siang,rendah
7107,2011-10-28,Winter,2011,October,17,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.5,0.1343,35,411,446,sejuk,sore,rendah
7108,2011-10-28,Winter,2011,October,18,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.53,0.1642,36,332,368,sejuk,sore,rendah
7109,2011-10-28,Winter,2011,October,19,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.5,0.1343,16,188,204,sejuk,malam,rendah
7110,2011-10-28,Winter,2011,October,20,No,Saturday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.34,0.3182,0.61,0.2239,12,131,143,sejuk,malam,rendah
7111,2011-10-28,Winter,2011,October,21,No,Saturday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.32,0.3182,0.7,0.1642,5,69,74,sejuk,malam,rendah
7112,2011-10-28,Winter,2011,October,22,No,Saturday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2879,0.75,0.2836,4,32,36,dingin,malam,rendah
7113,2011-10-28,Winter,2011,October,23,No,Saturday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2727,0.81,0.3284,8,31,39,dingin,malam,rendah
7114,2011-10-29,Winter,2011,October,0,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.28,0.2576,0.87,0.2985,0,19,19,dingin,subuh,rendah
7115,2011-10-29,Winter,2011,October,1,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2727,0.87,0.2985,0,18,18,dingin,subuh,rendah
7116,2011-10-29,Winter,2011,October,2,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2727,0.87,0.2985,1,16,17,dingin,subuh,rendah
7117,2011-10-29,Winter,2011,October,3,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2727,0.81,0.4179,0,8,8,dingin,subuh,rendah
7118,2011-10-29,Winter,2011,October,4,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2727,0.81,0.4179,0,1,1,dingin,subuh,rendah
7119,2011-10-29,Winter,2011,October,5,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.26,0.2273,0.93,0.3582,0,1,1,dingin,subuh,rendah
7120,2011-10-29,Winter,2011,October,6,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.26,0.2273,0.87,0.3582,4,1,5,dingin,subuh,rendah
7121,2011-10-29,Winter,2011,October,7,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.26,0.2273,0.87,0.3582,1,6,7,dingin,pagi,rendah
7122,2011-10-29,Winter,2011,October,8,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.28,0.2576,0.87,0.3582,4,16,20,dingin,pagi,rendah
7123,2011-10-29,Winter,2011,October,9,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.28,0.2576,0.87,0.3582,1,19,20,dingin,pagi,rendah
7124,2011-10-29,Winter,2011,October,10,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.26,0.2273,0.93,0.3284,0,12,12,dingin,pagi,rendah
7125,2011-10-29,Winter,2011,October,11,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.26,0.2273,0.93,0.3881,1,26,27,dingin,siang,rendah
7126,2011-10-29,Winter,2011,October,12,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.24,0.197,0.87,0.4925,6,44,50,dingin,siang,rendah
7127,2011-10-29,Winter,2011,October,13,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.24,0.197,0.87,0.5224,0,30,30,dingin,siang,rendah
7128,2011-10-29,Winter,2011,October,14,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.24,0.197,0.87,0.4478,0,29,29,dingin,siang,rendah
7129,2011-10-29,Winter,2011,October,15,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.22,0.2121,0.93,0.2537,3,38,41,dingin,siang,rendah
7130,2011-10-29,Winter,2011,October,16,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.22,0.197,0.93,0.3284,3,19,22,dingin,siang,rendah
7131,2011-10-29,Winter,2011,October,17,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.22,0.197,0.93,0.3284,3,28,31,dingin,sore,rendah
7132,2011-10-29,Winter,2011,October,18,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.22,0.197,0.93,0.3284,6,37,43,dingin,sore,rendah
7133,2011-10-29,Winter,2011,October,19,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.24,0.2121,0.87,0.3582,3,36,39,dingin,malam,rendah
7134,2011-10-29,Winter,2011,October,20,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.24,0.2121,0.87,0.3582,7,40,47,dingin,malam,rendah
7135,2011-10-29,Winter,2011,October,21,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.24,0.2121,0.87,0.3582,1,49,50,dingin,malam,rendah
7136,2011-10-29,Winter,2011,October,22,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.22,0.2121,0.87,0.2239,10,44,54,dingin,malam,rendah
7137,2011-10-29,Winter,2011,October,23,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.22,0.2273,0.87,0.194,3,33,36,dingin,malam,rendah
7138,2011-10-30,Winter,2011,October,0,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.22,0.2121,0.87,0.2239,7,47,54,dingin,subuh,rendah
7139,2011-10-30,Winter,2011,October,1,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.22,0.2121,0.87,0.2537,9,34,43,dingin,subuh,rendah
7140,2011-10-30,Winter,2011,October,2,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.22,0.2121,0.87,0.2836,7,43,50,dingin,subuh,rendah
7141,2011-10-30,Winter,2011,October,3,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.24,0.2121,0.75,0.3582,7,26,33,dingin,subuh,rendah
7142,2011-10-30,Winter,2011,October,4,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.8,0.3284,1,10,11,dingin,subuh,rendah
7143,2011-10-30,Winter,2011,October,5,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.24,0.2121,0.75,0.2985,0,4,4,dingin,subuh,rendah
7144,2011-10-30,Winter,2011,October,6,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.24,0.2273,0.75,0.2537,2,8,10,dingin,subuh,rendah
7145,2011-10-30,Winter,2011,October,7,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.24,0.2879,0.75,0.0,7,15,22,dingin,pagi,rendah
7146,2011-10-30,Winter,2011,October,8,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.26,0.2576,0.7,0.2239,20,60,80,dingin,pagi,rendah
7147,2011-10-30,Winter,2011,October,9,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.3,0.2879,0.65,0.2537,55,92,147,dingin,pagi,rendah
7148,2011-10-30,Winter,2011,October,10,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.61,0.0896,53,125,178,sejuk,pagi,rendah
7149,2011-10-30,Winter,2011,October,11,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.53,0.2239,58,182,240,sejuk,siang,rendah
7150,2011-10-30,Winter,2011,October,12,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.5,0.194,85,229,314,sejuk,siang,rendah
7151,2011-10-30,Winter,2011,October,13,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.43,0.2239,113,232,345,sejuk,siang,rendah
7152,2011-10-30,Winter,2011,October,14,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.38,0.194,91,209,300,sejuk,siang,rendah
7153,2011-10-30,Winter,2011,October,15,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.35,0.1642,88,202,290,sejuk,siang,rendah
7154,2011-10-30,Winter,2011,October,16,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.32,0.1343,107,213,320,sejuk,siang,rendah
7155,2011-10-30,Winter,2011,October,17,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.35,0.1045,54,191,245,sejuk,sore,rendah
7156,2011-10-30,Winter,2011,October,18,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.4,0.1343,51,162,213,sejuk,sore,rendah
7157,2011-10-30,Winter,2011,October,19,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.49,0.2985,28,125,153,sejuk,malam,rendah
7158,2011-10-30,Winter,2011,October,20,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.34,0.3636,0.57,0.0,18,74,92,sejuk,malam,rendah
7159,2011-10-30,Winter,2011,October,21,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.32,0.3485,0.66,0.0,4,75,79,sejuk,malam,rendah
7160,2011-10-30,Winter,2011,October,22,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.3,0.3333,0.75,0.0,13,58,71,dingin,malam,rendah
7161,2011-10-30,Winter,2011,October,23,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.26,0.303,0.87,0.0,7,30,37,dingin,malam,rendah
7162,2011-10-31,Winter,2011,October,0,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.26,0.303,0.87,0.0,3,20,23,dingin,subuh,rendah
7163,2011-10-31,Winter,2011,October,1,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.26,0.303,0.81,0.0,5,8,13,dingin,subuh,rendah
7164,2011-10-31,Winter,2011,October,2,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.24,0.2879,0.87,0.0,0,3,3,dingin,subuh,rendah
7165,2011-10-31,Winter,2011,October,3,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.24,0.2576,0.87,0.1045,0,3,3,dingin,subuh,rendah
7166,2011-10-31,Winter,2011,October,4,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.24,0.2879,0.87,0.0,1,5,6,dingin,subuh,rendah
7167,2011-10-31,Winter,2011,October,5,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.22,0.2727,0.93,0.0,0,18,18,dingin,subuh,rendah
7168,2011-10-31,Winter,2011,October,6,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.24,0.2879,0.87,0.0,4,82,86,dingin,subuh,rendah
7169,2011-10-31,Winter,2011,October,7,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.24,0.2879,0.93,0.0,11,216,227,dingin,pagi,rendah
7170,2011-10-31,Winter,2011,October,8,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.28,0.3182,0.87,0.0,17,355,372,dingin,pagi,rendah
7171,2011-10-31,Winter,2011,October,9,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.32,0.3182,0.76,0.1642,14,197,211,sejuk,pagi,rendah
7172,2011-10-31,Winter,2011,October,10,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.57,0.1642,18,87,105,sejuk,pagi,rendah
7173,2011-10-31,Winter,2011,October,11,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.5,0.1343,31,97,128,sejuk,siang,rendah
7174,2011-10-31,Winter,2011,October,12,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.44,0.2239,30,140,170,sejuk,siang,rendah
7175,2011-10-31,Winter,2011,October,13,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.44,0.2239,24,128,152,sejuk,siang,rendah
7176,2011-10-31,Winter,2011,October,14,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.47,0.2239,22,119,141,sejuk,siang,rendah
7177,2011-10-31,Winter,2011,October,15,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.47,0.1642,27,141,168,sejuk,siang,rendah
7178,2011-10-31,Winter,2011,October,16,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.54,0.1642,30,242,272,sejuk,siang,rendah
7179,2011-10-31,Winter,2011,October,17,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.54,0.1343,44,442,486,sejuk,sore,rendah
7180,2011-10-31,Winter,2011,October,18,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.66,0.0896,30,392,422,sejuk,sore,rendah
7181,2011-10-31,Winter,2011,October,19,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.66,0.0896,12,226,238,sejuk,malam,rendah
7182,2011-10-31,Winter,2011,October,20,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.66,0.0896,18,154,172,sejuk,malam,rendah
7183,2011-10-31,Winter,2011,October,21,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.76,0.194,7,109,116,sejuk,malam,rendah
7184,2011-10-31,Winter,2011,October,22,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.76,0.194,8,77,85,sejuk,malam,rendah
7185,2011-10-31,Winter,2011,October,23,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.76,0.194,6,46,52,sejuk,malam,rendah
7186,2011-11-01,Winter,2011,November,0,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.87,0.1642,3,18,21,sejuk,subuh,rendah
7187,2011-11-01,Winter,2011,November,1,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.81,0.1343,3,8,11,sejuk,subuh,rendah
7188,2011-11-01,Winter,2011,November,2,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.81,0.1642,1,3,4,sejuk,subuh,rendah
7189,2011-11-01,Winter,2011,November,3,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.81,0.1343,1,5,6,sejuk,subuh,rendah
7190,2011-11-01,Winter,2011,November,4,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.34,0.3182,0.81,0.2239,1,7,8,sejuk,subuh,rendah
